UID          PID    PPID  C STIME TTY          TIME CMD
manikan+  130791    4974  0 16:54 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=562 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=22102668679 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14917495652462067501,12810838838963304877,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
manikan+  130799    4974  0 16:54 ?        00:00:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4961 --enable-crash-reporter=1151f02b-c662-4e59-bdf2-ca4a5995d25a, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=563 --time-ticks-at-unix-epoch=-1751949847490706 --launch-time-ticks=22104455687 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15860193756271497471,5075235312889351443,2097152 --field-trial-handle=3,i,14677328569988576204,8839061944135201780,262144 --disable-features=EyeDropper --variations-seed-version=20250703-180051.755000
root      130838       2  0 16:54 ?        00:00:00 [kworker/16:0-rcu_par_gp]
root      130839       2  0 16:54 ?        00:00:00 [kworker/1:3-rcu_par_gp]
root      131010       2  0 16:55 ?        00:00:00 [kworker/14:1-rcu_par_gp]
root      131139       2  0 16:55 ?        00:00:00 [kworker/u40:7-flush-259:0]
root      131140       2  0 16:55 ?        00:00:00 [kworker/u40:10-i915]
root      131141       2  0 16:55 ?        00:00:00 [kworker/u40:11-events_unbound]
root      131142       2  0 16:55 ?        00:00:00 [kworker/u40:12]
manikan+  131202    1908  2 16:55 ?        00:00:01 /snap/code/198/usr/share/code/code --no-sandbox --force-user-env
manikan+  131204  131202  0 16:55 ?        00:00:00 /snap/code/198/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
manikan+  131205  131202  0 16:55 ?        00:00:00 /snap/code/198/usr/share/code/code --type=zygote --no-sandbox
manikan+  131224    1908  0 16:55 ?        00:00:00 /snap/code/198/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/manikandana/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=e47082be-8f4b-4d5f-bb59-1a518a94b8bf&iid=e47082be-8f4b-4d5f-bb59-1a518a94b8bf&sid=e47082be-8f4b-4d5f-bb59-1a518a94b8bf --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.101.2 --annotation=lsb-release=Ubuntu 22.04.5 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=35.5.1 --initial-client-fd=46 --shared-client-connection
manikan+  131255  131202  0 16:55 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=131224 --enable-crash-reporter=49cdf804-6725-4357-8eeb-a9abd80a1487,no_channel --user-data-dir=/home/manikandana/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5426598790610582711,12991044069662823429,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
manikan+  131308  131205  9 16:55 ?        00:00:06 /snap/code/198/usr/share/code/code --type=zygote --no-sandbox
manikan+  131339  131202 13 16:55 ?        00:00:09 /proc/self/exe --type=gpu-process --disable-gpu-sandbox --no-sandbox --crashpad-handler-pid=131224 --enable-crash-reporter=49cdf804-6725-4357-8eeb-a9abd80a1487,no_channel --user-data-dir=/home/manikandana/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=3,i,5426598790610582711,12991044069662823429,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
manikan+  131377  131202  1 16:55 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=131224 --enable-crash-reporter=49cdf804-6725-4357-8eeb-a9abd80a1487,no_channel --user-data-dir=/home/manikandana/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5426598790610582711,12991044069662823429,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
manikan+  131387  131202  1 16:55 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=131224 --enable-crash-reporter=49cdf804-6725-4357-8eeb-a9abd80a1487,no_channel --user-data-dir=/home/manikandana/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5426598790610582711,12991044069662823429,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
manikan+  131388  131202  0 16:55 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=131224 --enable-crash-reporter=49cdf804-6725-4357-8eeb-a9abd80a1487,no_channel --user-data-dir=/home/manikandana/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5426598790610582711,12991044069662823429,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
manikan+  131397  131202  2 16:55 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=131224 --enable-crash-reporter=49cdf804-6725-4357-8eeb-a9abd80a1487,no_channel --user-data-dir=/home/manikandana/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,5426598790610582711,12991044069662823429,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --variations-seed-version
manikan+  131467  131377  0 16:55 pts/0    00:00:00 /usr/bin/bash --init-file /snap/code/198/usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root      131572       2  0 16:55 ?        00:00:00 [kworker/3:0-mm_percpu_wq]
root      131574       2  0 16:55 ?        00:00:00 [kworker/3:3-rcu_par_gp]
root      131578       2  0 16:55 ?        00:00:00 [kworker/5:2-rcu_par_gp]
manikan+  131731  131397  0 16:55 ?        00:00:00 /snap/code/198/usr/share/code/code /snap/code/198/usr/share/code/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=131397
root      131882       2  0 16:56 ?        00:00:00 [kworker/0:0-rcu_par_gp]
root      131885       2  0 16:56 ?        00:00:00 [kworker/6:1-rcu_par_gp]
root      131978       2  0 16:56 ?        00:00:00 [kworker/2:3]
root      132140       1  0 16:56 ?        00:00:00 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 650aab20099ade804c29a739b6a12577f3252db2c8bb0aeb775ea94b5b0c020d -address /run/containerd/containerd.sock
root      132160  132140  3 16:56 ?        00:00:00 /usr/local/bin/python3.12 /usr/local/bin/uvicorn main:app --host 0.0.0.0 --port 8000
manikan+  132225  131467  0 16:57 pts/0    00:00:00 /bin/bash ./1.sh
manikan+  132226  131377  0 16:57 ?        00:00:00 /bin/sh -c "/snap/code/198/usr/share/code/resources/app/out/vs/base/node/cpuUsage.sh" 131467
manikan+  132228  132226  0 16:57 ?        00:00:00 /bin/bash /snap/code/198/usr/share/code/resources/app/out/vs/base/node/cpuUsage.sh 131467
manikan+  132232  132228  0 16:57 ?        00:00:00 sleep 1
manikan+  132235  132225  0 16:57 pts/0    00:00:00 ps -ef
manikan+  132236    1908  0 16:57 ?        00:00:00 (xtract-3)
